50000,123,1,0.0001907,0.001907,1,100,0.692466,0.706226,0.749167,0.68345,0.394154,0.386308,0.799922,0.350496,0.181118,0.534213,0.939432,0.588902,0.710919,0.375188,0.278802,0.795834,0.357102,0.333294,0.483449,0.691617,0.486847,0.90023,0.346384,0.254585,0.649824,0.249811,0.480096,0.275176,1000,32.8806,-3.23142,14.3879,7.65226,-15.0762,-8.20893,-2.15236,-9.85793,10.3858,6.4955,14.4333,16.5953,17.1318,2.81215,33.5869,1.23012,-5.91886,11.8937,-0.220873,1.35481,3.74453,10.8937,-1.99731,-5.90493,0.989226,-3.83861,-1.8211,-0.901462,2.30848,0.61044,1.52081,4.8258,12.9234,-1.71389,13.607,-2.5723,-11.2894,2.40241,-1.52204,-16.7844,0.688763,5.06163,-0.692557,-2.13392,-0.720629,0.971435,-0.016824,0.101568,0.692879,0.583271,-0.558793,-0.609854,0.0952789,-0.363886,-0.426095,-0.0610317,0.816667,0.0394429,0.0967145,0.757473,0.586961,-0.406749,0.806992,-0.376538,-0.478181,0.531717,-0.219283,-0.699712,0.150035,0.520818,-0.372359,-0.331985,0,0.0178721,0.016118,0.0163299,0.0174936,0.0188932,0.0177102,0.0172045,0.0168587,0.0177498,0.019675
50500,123,1,0.0001907,0.001907,1,100,0.692466,0.706226,0.749167,0.68345,0.394154,0.386308,0.799922,0.350496,0.181118,0.534213,0.939432,0.588902,0.710919,0.375188,0.278802,0.795834,0.357102,0.333294,0.483449,0.691617,0.486847,0.90023,0.346384,0.254585,0.649824,0.249811,0.480096,0.275176,1000,29.45,-0.287825,10.5451,8.79178,-15.3989,-9.13525,-6.04606,-10.0701,17.9128,11.3531,15.5236,8.18763,13.4659,5.69644,18.7947,11.4019,-9.40927,13.626,3.66274,8.74346,0.663043,7.97157,-10.3224,-7.25895,-2.41224,-8.10001,0.992703,-3.35522,3.91992,3.10886,5.49911,5.15191,7.98806,-4.10223,5.0655,-0.742452,-0.528866,-4.34975,-0.496108,-4.72272,-5.16175,0.324235,3.21752,-4.30207,-0.659807,0.817129,0.302444,0.562968,0.0656384,0.434454,-0.722285,-0.54679,-0.250199,-0.655106,0.123441,-0.229692,0.344534,0.275757,0.380346,0.547861,0.467657,-0.308344,0.482421,-0.108715,-0.0426333,-0.450191,-0.0566444,-0.296864,-0.416574,0.0313357,0.399239,-0.293881
51000,123,1,0.0001907,0.001907,1,100,0.692466,0.706226,0.749167,0.68345,0.394154,0.386308,0.799922,0.350496,0.181118,0.534213,0.939432,0.588902,0.710919,0.375188,0.278802,0.795834,0.357102,0.333294,0.483449,0.691617,0.486847,0.90023,0.346384,0.254585,0.649824,0.249811,0.480096,0.275176,1000,32.2724,-3.15442,13.3157,8.23327,-11.6733,-7.10795,-6.2916,-10.6058,10.0466,7.93541,10.4686,3.8654,10.1112,6.42607,13.8705,6.23351,-6.34458,8.7435,2.26379,4.24874,0.726018,6.68004,-4.24447,-5.15098,-1.85442,-3.92436,2.03074,-2.77229,3.14021,1.43868,2.22752,2.71009,5.43765,-1.86515,3.22979,-1.78361,-3.15687,-1.60738,2.00259,-3.34319,-3.03277,0.961514,0.833993,-3.4707,-0.710574,0.852573,0.36327,0.421551,0.0903579,0.565881,-0.53635,-0.565145,-0.334831,-0.438109,0.284379,-0.264245,0.446485,0.226164,0.216509,0.33042,0.451253,-0.230888,0.516624,-0.357874,-0.431135,-0.327458,0.248438,-0.282301,-0.382007,0.101844,0.131772,-0.373254
51500,123,1,0.0001907,0.001907,1,100,0.692466,0.706226,0.749167,0.68345,0.394154,0.386308,0.799922,0.350496,0.181118,0.534213,0.939432,0.588902,0.710919,0.375188,0.278802,0.795834,0.357102,0.333294,0.483449,0.691617,0.486847,0.90023,0.346384,0.254585,0.649824,0.249811,0.480096,0.275176,1000,28.336,-1.42997,8.74987,5.49158,-17.5499,-8.20364,-2.7562,-9.36214,28.7485,6.54327,28.4104,5.7349,17.5382,6.0881,40.2254,1.17386,-6.0564,26.9442,-3.31657,-3.74223,-2.25499,21.5944,-0.301605,-6.36015,-2.2048,-6.70759,-3.87449,-0.780173,1.37508,-2.49687,-3.43147,-1.7105,20.6153,-1.83884,9.20114,-0.115387,-13.2832,-0.441111,3.06309,-19.5969,-0.933188,1.89889,-1.28099,-0.64956,-0.44158,0.942799,-0.258297,-0.16666,-0.17045,0.635013,-0.0519187,-0.466478,-0.359922,-0.626148,-0.613869,-0.0480887,0.496162,-0.195611,-0.153727,-0.13006,0.60982,-0.318418,0.917459,-0.0195278,-0.874562,-0.170011,0.296433,-0.737813,-0.205669,0.121341,-0.479177,-0.0945283
52000,123,1,0.0001907,0.001907,1,100,0.692466,0.706226,0.749167,0.68345,0.394154,0.386308,0.799922,0.350496,0.181118,0.534213,0.939432,0.588902,0.710919,0.375188,0.278802,0.795834,0.357102,0.333294,0.483449,0.691617,0.486847,0.90023,0.346384,0.254585,0.649824,0.249811,0.480096,0.275176,1000,31.298,-1.99524,12.3446,5.47622,-17.8696,-8.73942,-1.07312,-9.65755,13.4936,6.45801,15.7235,5.99877,18.3812,2.15954,33.8067,1.36979,-7.17787,13.4748,-0.747306,3.97778,4.33636,10.2131,-1.44579,-8.29379,-2.80469,-6.27254,-2.63814,-0.334308,1.81234,-0.844987,2.39819,5.32754,12.529,-2.71719,9.20291,-0.801965,-11.9484,-0.306307,-0.313503,-17.8824,0.262239,5.41114,-1.13216,-2.17099,-0.768923,0.925089,-0.0830623,0.252575,0.803308,0.47818,-0.336291,-0.823055,-0.450613,-0.575714,-0.706428,-0.0226254,0.609344,-0.0870051,0.141066,0.914266,0.543428,-0.585488,0.87641,-0.222815,-0.839028,-0.106856,-0.0497594,-0.717362,0.0522616,0.633297,-0.658266,-0.319029
52500,123,1,0.0001907,0.001907,1,100,0.692466,0.706226,0.749167,0.68345,0.394154,0.386308,0.799922,0.350496,0.181118,0.534213,0.939432,0.588902,0.710919,0.375188,0.278802,0.795834,0.357102,0.333294,0.483449,0.691617,0.486847,0.90023,0.346384,0.254585,0.649824,0.249811,0.480096,0.275176,1000,31.9989,-3.48871,13.0202,6.76648,-14.4604,-8.08682,-3.17801,-10.2478,12.2748,8.88777,14.7009,6.93365,15.0102,4.14996,27.9327,3.24262,-7.62446,11.4718,-1.0361,2.4098,4.50424,9.66303,-1.47872,-8.13755,-0.511041,-6.23597,-4.41673,-1.01665,2.28065,-0.0167882,2.60871,4.84862,10.2658,-2.87418,7.02241,-2.40938,-9.83657,0.830019,1.26186,-12.2095,-2.05889,5.18162,-1.70645,-2.10634,-0.72997,0.853988,-0.112309,0.177533,0.63109,0.521854,-0.234386,-0.711912,-0.0650996,-0.539901,-0.727249,-0.0645239,0.424829,-0.00166284,0.175615,0.620762,0.506599,-0.416289,0.688353,-0.449162,-0.706816,0.175049,0.15988,-0.596278,-0.295115,0.481268,-0.465182,-0.221321
53000,123,1,0.0001907,0.001907,1,100,0.692466,0.706226,0.749167,0.68345,0.394154,0.386308,0.799922,0.350496,0.181118,0.534213,0.939432,0.588902,0.710919,0.375188,0.278802,0.795834,0.357102,0.333294,0.483449,0.691617,0.486847,0.90023,0.346384,0.254585,0.649824,0.249811,0.480096,0.275176,1000,26.9174,0.793451,7.4445,4.8684,-19.4833,-10.0647,-3.72555,-9.05464,6.02357,2.1308,7.56297,6.32364,11.7398,2.45048,31.8276,0.774194,-2.18447,5.48232,-2.43374,-1.719,2.38331,9.03289,-0.768343,-2.55694,-0.39548,-2.23344,-1.21977,-0.284813,0.736846,-2.8917,-3.32576,2.8326,10.8056,-1.57099,6.5955,-2.83432,-12.4109,0.922079,-1.36412,-16.1965,0.561392,5.88718,-1.06586,-2.3269,-0.609743,0.812253,-0.394333,-0.204418,0.620338,0.652376,-0.355798,-0.636947,-0.107738,-0.446551,-0.533802,-0.0345849,0.573694,-0.418142,-0.352951,0.657982,0.69647,-0.649235,0.765479,-0.720012,-0.874821,0.416735,-0.25433,-0.837892,0.186213,0.666622,-0.773839,-0.46876
53500,123,1,0.0001907,0.001907,1,100,0.692466,0.706226,0.749167,0.68345,0.394154,0.386308,0.799922,0.350496,0.181118,0.534213,0.939432,0.588902,0.710919,0.375188,0.278802,0.795834,0.357102,0.333294,0.483449,0.691617,0.486847,0.90023,0.346384,0.254585,0.649824,0.249811,0.480096,0.275176,1000,32.8564,-3.64297,13.8996,6.70517,-12.7712,-7.88535,-4.85401,-9.74676,7.65397,6.93874,9.94799,7.65055,8.69765,1.28974,20.3188,1.15252,-5.69811,8.39867,1.43977,-0.300459,1.86126,7.04639,-1.67007,-6.47705,-5.34944,-1.80777,-0.272697,-1.33596,2.13301,1.8434,-0.425623,2.19921,8.52109,-2.42016,3.72378,-1.65012,-5.83668,-1.51258,-0.0346857,-10.0519,0.13446,2.96935,-0.174723,-1.66146,-0.781893,0.962497,0.18815,-0.0368249,0.592396,0.565034,-0.562298,-0.779595,-0.734212,-0.232702,-0.0911569,-0.112513,0.754275,0.211303,-0.0457569,0.613971,0.599347,-0.714747,0.456495,-0.525312,-0.468135,-0.509387,-0.0103562,-0.756133,0.0424685,0.580044,-0.14331,-0.343334
54000,123,1,0.0001907,0.001907,1,100,0.692466,0.706226,0.749167,0.68345,0.394154,0.386308,0.799922,0.350496,0.181118,0.534213,0.939432,0.588902,0.710919,0.375188,0.278802,0.795834,0.357102,0.333294,0.483449,0.691617,0.486847,0.90023,0.346384,0.254585,0.649824,0.249811,0.480096,0.275176,1000,33.585,-1.25726,12.6171,4.03684,-11.3357,-6.0531,-7.17004,-7.48748,8.5417,16.267,13.5283,20.107,8.21662,5.23945,20.7834,11.4343,-4.09706,7.27421,3.4797,-0.907324,2.20255,4.63115,-1.65275,-11.4374,-13.6208,1.87539,3.86563,-5.2002,10.8355,8.88183,-3.22268,-0.490902,10.398,-8.52751,0.365471,-5.52907,-0.622629,-11.0764,-0.581573,-9.2582,2.27454,0.870347,4.68045,-5.25205,-0.347573,0.676693,0.265519,-0.108304,0.329239,0.347583,-0.167236,-0.770997,-0.753137,0.162215,0.41872,-0.282818,0.794489,0.538525,-0.305667,-0.0583083,0.620109,-0.685638,0.0284336,-0.538686,-0.0304577,-0.730497,-0.0886369,-0.70847,0.234662,0.0834049,0.6047,-0.340695
54500,123,1,0.0001907,0.001907,1,100,0.692466,0.706226,0.749167,0.68345,0.394154,0.386308,0.799922,0.350496,0.181118,0.534213,0.939432,0.588902,0.710919,0.375188,0.278802,0.795834,0.357102,0.333294,0.483449,0.691617,0.486847,0.90023,0.346384,0.254585,0.649824,0.249811,0.480096,0.275176,1000,34.6479,-0.377344,12.2018,4.65965,-9.84368,-6.2128,-9.56769,-6.18095,2.20238,15.6683,6.75448,13.9347,1.37255,3.54959,3.87611,18.8846,3.86345,0.11158,-0.904009,-0.184224,1.20295,-0.889169,0.261571,-5.90715,-11.2468,1.82389,5.6033,-6.1152,7.89822,8.9168,-2.3362,-3.79585,3.75776,-9.59501,-2.6295,-5.87569,5.44045,-13.1685,1.3993,-1.5021,3.17563,-2.40254,6.86719,-4.63028,0.657687,0.0289297,-0.163184,-0.105959,0.430242,-0.304327,0.0405592,-0.574211,-0.761151,0.393301,0.751353,-0.784697,0.459161,0.919104,-0.767275,-0.775219,0.734403,-0.849564,-0.601259,-0.835451,0.740266,-0.81177,0.633955,-0.651234,0.623753,-0.647714,0.838757,-0.541197
55000,123,1,0.0001907,0.001907,1,100,0.692466,0.706226,0.749167,0.68345,0.394154,0.386308,0.799922,0.350496,0.181118,0.534213,0.939432,0.588902,0.710919,0.375188,0.278802,0.795834,0.357102,0.333294,0.483449,0.691617,0.486847,0.90023,0.346384,0.254585,0.649824,0.249811,0.480096,0.275176,1000,34.2496,-3.68411,14.6098,7.85034,-10.3,-7.65131,-8.50481,-7.68371,0.402908,8.08309,5.3818,9.82204,0.743017,2.62941,2.68467,10.0217,1.45592,-0.720194,-1.60097,0.319469,0.646295,-0.883177,1.83235,-5.54979,-7.5498,1.24644,3.90969,-3.08535,8.17261,5.93776,-1.19054,-3.32594,1.78837,-4.88987,-2.38016,-4.77433,4.52635,-9.05605,1.12889,-1.22129,1.92627,-1.97665,4.37563,-4.6621,0.806764,-0.489083,-0.804786,0.583884,0.627911,-0.849179,0.911872,-0.841442,-0.847317,0.508608,0.848055,-0.662324,0.908032,0.816691,-0.59536,-0.884141,0.470488,-0.665829,-0.881059,-0.939469,0.881459,-0.912782,0.807648,-0.864718,0.705905,-0.74397,0.852394,-0.898805
